customerID,Contract,tenure,tenure_bucket,PaymentMethod,InternetService,MonthlyCharges,service_count,churn,churn_probability,risk_segment,shap_explanation
9605-WGJVW,Month-to-month,1,0-6,Electronic check,Fiber optic,70.2,1,0,0.83175933,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.36)"
8051-HJRLT,Month-to-month,1,0-6,Electronic check,Fiber optic,70.55,1,1,0.83175933,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.36)"
1846-XWOQN,Month-to-month,1,0-6,Electronic check,Fiber optic,70.15,1,1,0.83175933,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.36)"
2656-TABEH,Month-to-month,4,0-6,Electronic check,Fiber optic,100.2,5,1,0.83173233,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); tenure (+risk, SHAP +0.47); MonthlyCharges (+risk, SHAP +0.46)"
0781-LKXBR,Month-to-month,9,7-12,Electronic check,Fiber optic,100.5,5,1,0.8308244,At-risk,"Contract=Month-to-month (+risk, SHAP +0.59); MonthlyCharges (+risk, SHAP +0.44); InternetService=Fiber optic (+risk, SHAP +0.28)"
7409-KIUTL,Month-to-month,1,0-6,Electronic check,Fiber optic,71.0,1,1,0.8306374,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.35)"
2446-BEGGB,Month-to-month,6,0-6,Electronic check,Fiber optic,98.25,5,1,0.8304476,At-risk,"Contract=Month-to-month (+risk, SHAP +0.61); MonthlyCharges (+risk, SHAP +0.43); tenure (+risk, SHAP +0.37)"
6996-KNSML,Month-to-month,1,0-6,Electronic check,Fiber optic,74.9,2,1,0.8298796,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
1363-TXLSL,Month-to-month,1,0-6,Electronic check,Fiber optic,70.3,1,1,0.8294199,At-risk,"tenure (+risk, SHAP +0.80); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.35)"
0742-NXBGR,Month-to-month,1,0-6,Electronic check,Fiber optic,82.3,3,1,0.8287915,At-risk,"tenure (+risk, SHAP +0.83); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.31)"
1628-BIZYP,Month-to-month,1,0-6,Electronic check,Fiber optic,85.0,3,0,0.8287168,At-risk,"tenure (+risk, SHAP +0.82); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.29)"
9305-CDSKC,Month-to-month,8,7-12,Electronic check,Fiber optic,99.65,5,1,0.82791674,At-risk,"Contract=Month-to-month (+risk, SHAP +0.59); MonthlyCharges (+risk, SHAP +0.47); InternetService=Fiber optic (+risk, SHAP +0.29)"
2968-SSGAA,Month-to-month,10,7-12,Electronic check,Fiber optic,100.6,5,1,0.82790995,At-risk,"Contract=Month-to-month (+risk, SHAP +0.59); MonthlyCharges (+risk, SHAP +0.47); InternetService=Fiber optic (+risk, SHAP +0.28)"
1875-QIVME,Month-to-month,2,0-6,Electronic check,Fiber optic,104.4,6,1,0.82583004,At-risk,"Contract=Month-to-month (+risk, SHAP +0.59); tenure (+risk, SHAP +0.57); MonthlyCharges (+risk, SHAP +0.53)"
5167-ZFFMM,Month-to-month,1,0-6,Credit card (automatic),Fiber optic,90.85,4,1,0.82461977,At-risk,"tenure (+risk, SHAP +0.84); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.27)"
1455-UGQVH,Month-to-month,10,7-12,Electronic check,Fiber optic,98.5,5,1,0.8230682,At-risk,"Contract=Month-to-month (+risk, SHAP +0.59); MonthlyCharges (+risk, SHAP +0.45); InternetService=Fiber optic (+risk, SHAP +0.28)"
5299-SJCZT,Month-to-month,3,0-6,Bank transfer (automatic),Fiber optic,101.55,5,1,0.82272226,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); tenure (+risk, SHAP +0.56); MonthlyCharges (+risk, SHAP +0.48)"
4587-VVTOX,Month-to-month,6,0-6,Electronic check,Fiber optic,105.3,6,1,0.8222334,At-risk,"Contract=Month-to-month (+risk, SHAP +0.59); MonthlyCharges (+risk, SHAP +0.49); tenure (+risk, SHAP +0.36)"
6857-VWJDT,Month-to-month,1,0-6,Mailed check,Fiber optic,95.65,4,1,0.82210714,At-risk,"tenure (+risk, SHAP +0.84); Contract=Month-to-month (+risk, SHAP +0.64); TotalCharges (+risk, SHAP +0.29)"
5275-SQEIZ,Month-to-month,1,0-6,Mailed check,Fiber optic,80.85,2,1,0.82201433,At-risk,"tenure (+risk, SHAP +0.90); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.33)"
7450-NWRTR,Month-to-month,12,7-12,Electronic check,Fiber optic,99.45,5,1,0.8217622,At-risk,"Contract=Month-to-month (+risk, SHAP +0.59); MonthlyCharges (+risk, SHAP +0.44); InternetService=Fiber optic (+risk, SHAP +0.28)"
5277-ZLOOR,Month-to-month,2,0-6,Electronic check,Fiber optic,85.55,3,1,0.82147866,At-risk,"Contract=Month-to-month (+risk, SHAP +0.69); tenure (+risk, SHAP +0.56); OnlineSecurity=No (+risk, SHAP +0.22)"
1273-MTETI,Month-to-month,4,0-6,Electronic check,Fiber optic,88.85,4,1,0.8212679,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.48); OnlineSecurity=No (+risk, SHAP +0.23)"
4750-ZRXIU,Month-to-month,4,0-6,Electronic check,Fiber optic,84.6,3,1,0.8211798,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.48); OnlineSecurity=No (+risk, SHAP +0.23)"
1031-IIDEO,Month-to-month,1,0-6,Electronic check,Fiber optic,70.85,1,1,0.820393,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
7665-TOALD,Month-to-month,1,0-6,Electronic check,Fiber optic,69.6,1,1,0.82005596,At-risk,"tenure (+risk, SHAP +0.82); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.35)"
7660-HDPJV,Month-to-month,1,0-6,Electronic check,Fiber optic,69.2,1,1,0.82005596,At-risk,"tenure (+risk, SHAP +0.82); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.35)"
0488-GSLFR,Month-to-month,1,0-6,Electronic check,Fiber optic,69.5,1,1,0.82005596,At-risk,"tenure (+risk, SHAP +0.82); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.35)"
9728-FTTVZ,Month-to-month,1,0-6,Electronic check,Fiber optic,69.2,1,1,0.82005596,At-risk,"tenure (+risk, SHAP +0.82); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.35)"
0897-FEGMU,Month-to-month,11,7-12,Electronic check,Fiber optic,99.5,5,1,0.8197587,At-risk,"Contract=Month-to-month (+risk, SHAP +0.58); MonthlyCharges (+risk, SHAP +0.48); InternetService=Fiber optic (+risk, SHAP +0.28)"
1143-NMNQJ,Month-to-month,2,0-6,Electronic check,Fiber optic,85.7,3,1,0.81915426,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.57); OnlineSecurity=No (+risk, SHAP +0.23)"
4806-HIPDW,Month-to-month,1,0-6,Electronic check,Fiber optic,68.95,1,1,0.8191116,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.35)"
4550-EVXNY,Month-to-month,1,0-6,Electronic check,Fiber optic,69.65,1,1,0.8188717,At-risk,"tenure (+risk, SHAP +0.82); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.35)"
0137-OCGAB,Month-to-month,1,0-6,Mailed check,Fiber optic,80.2,3,1,0.8187704,At-risk,"tenure (+risk, SHAP +0.89); Contract=Month-to-month (+risk, SHAP +0.72); TotalCharges (+risk, SHAP +0.29)"
1820-TQVEV,Month-to-month,1,0-6,Electronic check,Fiber optic,69.55,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
6457-GIRWB,Month-to-month,1,0-6,Electronic check,Fiber optic,69.35,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
4510-HIMLV,Month-to-month,1,0-6,Electronic check,Fiber optic,69.8,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
5542-TBBWB,Month-to-month,1,0-6,Electronic check,Fiber optic,69.9,1,0,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
6502-MJQAE,Month-to-month,1,0-6,Electronic check,Fiber optic,69.6,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
4603-JANFB,Month-to-month,1,0-6,Electronic check,Fiber optic,69.85,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
3716-BDVDB,Month-to-month,1,0-6,Electronic check,Fiber optic,69.1,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
3494-JCHRQ,Month-to-month,1,0-6,Electronic check,Fiber optic,70.05,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
5875-YPQFJ,Month-to-month,1,0-6,Electronic check,Fiber optic,69.9,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
9804-ICWBG,Month-to-month,1,0-6,Electronic check,Fiber optic,69.9,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
7254-IQWOZ,Month-to-month,1,0-6,Electronic check,Fiber optic,69.65,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
3428-XZMAZ,Month-to-month,1,0-6,Electronic check,Fiber optic,69.35,1,1,0.81854004,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
5134-IKDAY,Month-to-month,1,0-6,Electronic check,Fiber optic,69.8,1,1,0.8179225,At-risk,"tenure (+risk, SHAP +0.82); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.35)"
8380-PEFPE,Month-to-month,1,0-6,Electronic check,Fiber optic,71.65,1,1,0.81768894,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
1447-GIQMR,Month-to-month,1,0-6,Electronic check,Fiber optic,69.15,1,1,0.8175896,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
1977-STDKI,Month-to-month,1,0-6,Electronic check,Fiber optic,73.0,2,1,0.8175397,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
9507-EXLTT,Month-to-month,1,0-6,Bank transfer (automatic),Fiber optic,79.35,2,1,0.8171891,At-risk,"tenure (+risk, SHAP +0.88); Contract=Month-to-month (+risk, SHAP +0.72); TotalCharges (+risk, SHAP +0.34)"
6474-FVJLC,Month-to-month,2,0-6,Electronic check,Fiber optic,86.0,3,1,0.8168563,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.56); OnlineSecurity=No (+risk, SHAP +0.23)"
3422-LYEPQ,Month-to-month,1,0-6,Electronic check,Fiber optic,71.0,1,1,0.81673497,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
4078-SAYYN,Month-to-month,11,7-12,Electronic check,Fiber optic,100.75,5,1,0.816506,At-risk,"Contract=Month-to-month (+risk, SHAP +0.58); MonthlyCharges (+risk, SHAP +0.47); InternetService=Fiber optic (+risk, SHAP +0.28)"
4702-IOQDC,Month-to-month,1,0-6,Electronic check,Fiber optic,70.1,1,1,0.8164181,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
1640-PLFMP,Month-to-month,1,0-6,Electronic check,Fiber optic,70.25,1,0,0.8164181,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
0328-GRPMV,Month-to-month,1,0-6,Electronic check,Fiber optic,70.1,1,1,0.8164181,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
5376-DEQCP,Month-to-month,1,0-6,Electronic check,Fiber optic,70.6,1,1,0.8164181,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
3244-DCJWY,Month-to-month,1,0-6,Electronic check,Fiber optic,70.25,1,1,0.8164181,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
6653-CBBOM,Month-to-month,1,0-6,Electronic check,Fiber optic,70.3,1,1,0.8164181,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
1853-UDXBW,Month-to-month,1,0-6,Electronic check,Fiber optic,70.0,1,1,0.8163926,At-risk,"tenure (+risk, SHAP +0.82); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
6416-TVAIH,Month-to-month,1,0-6,Electronic check,Fiber optic,68.5,1,1,0.8163926,At-risk,"tenure (+risk, SHAP +0.82); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
9223-UCPVT,Month-to-month,1,0-6,Electronic check,Fiber optic,94.4,4,1,0.81582946,At-risk,"tenure (+risk, SHAP +0.79); Contract=Month-to-month (+risk, SHAP +0.65); TotalCharges (+risk, SHAP +0.31)"
8821-XNHVZ,Month-to-month,1,0-6,Mailed check,Fiber optic,80.05,2,1,0.81560457,At-risk,"tenure (+risk, SHAP +0.91); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
5196-SGOAK,Month-to-month,1,0-6,Electronic check,Fiber optic,75.7,2,1,0.81489295,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.32)"
2446-PLQVO,Month-to-month,1,0-6,Electronic check,Fiber optic,70.3,1,1,0.8148785,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
7465-ZZRVX,Month-to-month,1,0-6,Electronic check,Fiber optic,70.35,1,0,0.8148785,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.33)"
2254-DLXRI,Month-to-month,1,0-6,Mailed check,Fiber optic,79.15,3,0,0.8142373,At-risk,"tenure (+risk, SHAP +0.88); Contract=Month-to-month (+risk, SHAP +0.72); TotalCharges (+risk, SHAP +0.30)"
7120-RFMVS,Month-to-month,1,0-6,Electronic check,Fiber optic,84.5,3,1,0.8132946,At-risk,"tenure (+risk, SHAP +0.77); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.29)"
2865-TCHJW,Month-to-month,4,0-6,Electronic check,Fiber optic,89.2,4,1,0.8131918,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.48); InternetService=Fiber optic (+risk, SHAP +0.23)"
0235-KGSLC,Month-to-month,1,0-6,Credit card (automatic),Fiber optic,85.55,3,1,0.8106726,At-risk,"tenure (+risk, SHAP +0.87); Contract=Month-to-month (+risk, SHAP +0.72); TotalCharges (+risk, SHAP +0.31)"
6356-ELRKD,Month-to-month,1,0-6,Electronic check,Fiber optic,95.6,4,1,0.8102415,At-risk,"tenure (+risk, SHAP +0.79); Contract=Month-to-month (+risk, SHAP +0.67); OnlineSecurity=No (-risk, SHAP -0.31)"
3296-SILRA,Month-to-month,1,0-6,Mailed check,Fiber optic,76.4,2,1,0.8101947,At-risk,"tenure (+risk, SHAP +0.88); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.34)"
5797-APWZC,Month-to-month,1,0-6,Electronic check,Fiber optic,90.6,3,1,0.8097587,At-risk,"tenure (+risk, SHAP +0.79); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.31)"
7294-TMAOP,Month-to-month,1,0-6,Electronic check,Fiber optic,90.55,3,1,0.8097587,At-risk,"tenure (+risk, SHAP +0.79); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.31)"
8593-WHYHV,Month-to-month,3,0-6,Electronic check,Fiber optic,85.3,3,1,0.8088523,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.51); OnlineSecurity=No (+risk, SHAP +0.23)"
6108-OQZDQ,Month-to-month,4,0-6,Electronic check,Fiber optic,97.95,5,1,0.80855715,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); tenure (+risk, SHAP +0.48); MonthlyCharges (+risk, SHAP +0.43)"
9546-CQJSU,Month-to-month,2,0-6,Electronic check,Fiber optic,91.4,4,1,0.8080768,At-risk,"Contract=Month-to-month (+risk, SHAP +0.69); tenure (+risk, SHAP +0.56); OnlineSecurity=No (+risk, SHAP +0.22)"
3389-YGYAI,Month-to-month,8,7-12,Electronic check,Fiber optic,105.5,6,1,0.80800533,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); MonthlyCharges (+risk, SHAP +0.46); InternetService=Fiber optic (+risk, SHAP +0.28)"
3276-HDUEG,Month-to-month,1,0-6,Mailed check,Fiber optic,75.05,2,1,0.8069993,At-risk,"tenure (+risk, SHAP +0.87); Contract=Month-to-month (+risk, SHAP +0.72); TotalCharges (+risk, SHAP +0.31)"
3765-JXVKY,Month-to-month,1,0-6,Electronic check,Fiber optic,74.7,2,1,0.80625296,At-risk,"tenure (+risk, SHAP +0.80); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.32)"
6630-UJZMY,Month-to-month,4,0-6,Electronic check,Fiber optic,83.25,3,0,0.80622464,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.47); InternetService=Fiber optic (+risk, SHAP +0.23)"
8779-QRDMV,Month-to-month,1,0-6,Electronic check,DSL,39.65,2,1,0.806166,At-risk,"tenure (+risk, SHAP +0.78); Contract=Month-to-month (+risk, SHAP +0.65); TotalCharges (+risk, SHAP +0.25)"
0702-PGIBZ,Month-to-month,4,0-6,Electronic check,Fiber optic,101.7,5,1,0.80467975,At-risk,"Contract=Month-to-month (+risk, SHAP +0.61); tenure (+risk, SHAP +0.46); MonthlyCharges (+risk, SHAP +0.45)"
4274-OWWYO,Month-to-month,1,0-6,Electronic check,Fiber optic,74.35,2,1,0.80464846,At-risk,"tenure (+risk, SHAP +0.80); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.32)"
0259-GBZSH,Month-to-month,2,0-6,Electronic check,Fiber optic,85.65,3,1,0.8045736,At-risk,"Contract=Month-to-month (+risk, SHAP +0.69); tenure (+risk, SHAP +0.55); OnlineSecurity=No (+risk, SHAP +0.22)"
4927-WWOOZ,Month-to-month,2,0-6,Electronic check,Fiber optic,91.45,4,0,0.8044927,At-risk,"Contract=Month-to-month (+risk, SHAP +0.69); tenure (+risk, SHAP +0.55); OnlineSecurity=No (+risk, SHAP +0.22)"
9885-CSMWE,Month-to-month,1,0-6,Electronic check,Fiber optic,78.45,2,1,0.80366457,At-risk,"tenure (+risk, SHAP +0.77); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.35)"
3811-VBYBZ,Month-to-month,7,7-12,Electronic check,Fiber optic,99.8,5,1,0.80364776,At-risk,"Contract=Month-to-month (+risk, SHAP +0.60); MonthlyCharges (+risk, SHAP +0.45); tenure (+risk, SHAP +0.30)"
7526-BEZQB,Month-to-month,12,7-12,Electronic check,Fiber optic,96.05,4,1,0.8029189,At-risk,"Contract=Month-to-month (+risk, SHAP +0.58); MonthlyCharges (+risk, SHAP +0.38); InternetService=Fiber optic (+risk, SHAP +0.28)"
8775-ERLNB,Month-to-month,1,0-6,Electronic check,Fiber optic,74.3,2,0,0.80221826,At-risk,"tenure (+risk, SHAP +0.74); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.32)"
5564-NEMQO,Month-to-month,1,0-6,Bank transfer (automatic),Fiber optic,75.3,2,1,0.80185664,At-risk,"tenure (+risk, SHAP +0.85); Contract=Month-to-month (+risk, SHAP +0.72); TotalCharges (+risk, SHAP +0.35)"
1304-NECVQ,Month-to-month,2,0-6,Electronic check,Fiber optic,78.55,3,1,0.80159044,At-risk,"Contract=Month-to-month (+risk, SHAP +0.69); tenure (+risk, SHAP +0.55); OnlineSecurity=No (+risk, SHAP +0.22)"
5054-IEXZT,Month-to-month,1,0-6,Electronic check,Fiber optic,75.35,2,1,0.80151165,At-risk,"tenure (+risk, SHAP +0.80); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.32)"
9019-QVLZD,Month-to-month,1,0-6,Electronic check,Fiber optic,79.55,2,1,0.8014874,At-risk,"tenure (+risk, SHAP +0.79); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.34)"
3049-NDXFL,Month-to-month,1,0-6,Mailed check,Fiber optic,85.8,3,1,0.8012447,At-risk,"tenure (+risk, SHAP +0.85); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.29)"
0697-ZMSWS,Month-to-month,4,0-6,Electronic check,Fiber optic,85.65,3,1,0.8010612,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.48); OnlineSecurity=No (+risk, SHAP +0.23)"
3489-HHPFY,Month-to-month,2,0-6,Electronic check,Fiber optic,84.05,3,0,0.8002948,At-risk,"Contract=Month-to-month (+risk, SHAP +0.69); tenure (+risk, SHAP +0.55); OnlineSecurity=No (+risk, SHAP +0.22)"
5052-PNLOS,Month-to-month,3,0-6,Bank transfer (automatic),Fiber optic,105.35,6,1,0.80007243,At-risk,"Contract=Month-to-month (+risk, SHAP +0.61); tenure (+risk, SHAP +0.55); MonthlyCharges (+risk, SHAP +0.47)"
6960-HVYXR,Month-to-month,1,0-6,Electronic check,Fiber optic,76.0,2,1,0.80002284,At-risk,"tenure (+risk, SHAP +0.78); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.31)"
3776-EKTKM,Month-to-month,1,0-6,Electronic check,DSL,36.45,1,1,0.79956424,At-risk,"tenure (+risk, SHAP +0.77); Contract=Month-to-month (+risk, SHAP +0.65); TotalCharges (+risk, SHAP +0.26)"
0196-VULGZ,Month-to-month,6,0-6,Electronic check,Fiber optic,84.35,3,1,0.79921055,At-risk,"Contract=Month-to-month (+risk, SHAP +0.66); tenure (+risk, SHAP +0.35); InternetService=Fiber optic (+risk, SHAP +0.27)"
3707-GNWHM,Month-to-month,1,0-6,Mailed check,Fiber optic,74.25,2,1,0.79870325,At-risk,"tenure (+risk, SHAP +0.86); Contract=Month-to-month (+risk, SHAP +0.72); TotalCharges (+risk, SHAP +0.31)"
3746-EUBYR,Month-to-month,1,0-6,Bank transfer (automatic),Fiber optic,74.6,2,1,0.79857326,At-risk,"tenure (+risk, SHAP +0.84); Contract=Month-to-month (+risk, SHAP +0.72); TotalCharges (+risk, SHAP +0.31)"
0684-AOSIH,Month-to-month,1,0-6,Electronic check,Fiber optic,95.0,4,1,0.7976166,At-risk,"tenure (+risk, SHAP +0.79); Contract=Month-to-month (+risk, SHAP +0.67); OnlineSecurity=No (-risk, SHAP -0.31)"
7488-MXJIV,Month-to-month,4,0-6,Electronic check,Fiber optic,85.65,3,1,0.79662484,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.47); InternetService=Fiber optic (+risk, SHAP +0.23)"
9399-APLBT,Month-to-month,1,0-6,Electronic check,Fiber optic,74.7,2,1,0.7960745,At-risk,"tenure (+risk, SHAP +0.80); Contract=Month-to-month (+risk, SHAP +0.71); TotalCharges (+risk, SHAP +0.32)"
1448-PWKYE,Month-to-month,1,0-6,Electronic check,Fiber optic,80.0,2,1,0.7959956,At-risk,"tenure (+risk, SHAP +0.80); Contract=Month-to-month (+risk, SHAP +0.70); TotalCharges (+risk, SHAP +0.33)"
2660-EMUBI,Month-to-month,10,7-12,Electronic check,Fiber optic,95.35,4,1,0.79590654,At-risk,"Contract=Month-to-month (+risk, SHAP +0.59); InternetService=Fiber optic (+risk, SHAP +0.28); tenure (+risk, SHAP +0.23)"
2265-CYWIV,Month-to-month,4,0-6,Electronic check,Fiber optic,99.6,5,1,0.7957996,At-risk,"Contract=Month-to-month (+risk, SHAP +0.63); MonthlyCharges (+risk, SHAP +0.50); tenure (+risk, SHAP +0.43)"
